"","provider_id","hospital_name","city","state","zip_code","hospital_type","hospital_ownership","hospital_overall_rating","patient_experience_national_comparison","address","Latitudes","Longitudes","region"
"2215","330205","ST ANTHONY COMMUNITY HOSPITAL","WARWICK","NY","10990","Acute Care Hospitals","Voluntary non-profit - Church",3,"Above the national average","15 - 19 MAPLE AVENUE
WARWICK, NY
",41.261094,-74.356945,"Middle Atlantic"
"2216","280111","COLUMBUS COMMUNITY HOSPITAL","COLUMBUS","NE","68601","Acute Care Hospitals","Voluntary non-profit - Other",4,"Above the national average","4600 38TH ST
COLUMBUS, NE
",41.453273,-97.3849,"West North Central"
"2217","281339","MEMORIAL HEALTH CARE SYSTEMS","SEWARD","NE","68434","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","300 NORTH COLUMBIA AVE
SEWARD, NE
",40.909217,-97.091916,"West North Central"
"2218","340008","SCOTLAND MEMORIAL HOSPITAL","LAURINBURG","NC","28352","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","500 LAUCHWOOD DR
LAURINBURG, NC
",34.7517,-79.47042,"South Atlantic"
"2219","271320","CABINET PEAKS MEDICAL CENTER","LIBBY","MT","59923","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","209 HEALTH PARK DR
LIBBY, MT
",48.392621,-115.546271,"Mountain"
"2220","330211","CLAXTON-HEPBURN MEDICAL CENTER","OGDENSBURG","NY","13669","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","214 KING STREET
OGDENSBURG, NY
",44.692091,-75.499934,"Middle Atlantic"
"2221","331316","COMMUNITY MEMORIAL HOSPITAL, INC","HAMILTON","NY","13346","Critical Access Hospitals","Voluntary non-profit - Private",4,"Above the national average","150 BROAD STREET
HAMILTON, NY
",42.813906,-75.541908,"Middle Atlantic"
"2222","281328","MERRICK MEDICAL CENTER","CENTRAL CITY","NE","68826","Critical Access Hospitals","Government - Local",3,"Not Available","1715 26TH ST
CENTRAL CITY, NE
",41.10661,-98.002652,"West North Central"
"2223","280081","CHI HEALTH IMMANUEL","OMAHA","NE","68122","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","6901 NORTH 72ND ST
OMAHA, NE
",41.321839,-96.023788,"West North Central"
"2224","320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","TAOS","NM","87571","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","1397 WEIMER ROAD
TAOS, NM
",36.367397,-105.577458,"Mountain"
"2225","310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","RAHWAY","NJ","07065","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","865 STONE ST
RAHWAY, NJ
",40.612244,-74.291726,"Middle Atlantic"
"2226","320003","SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL","LAS VEGAS","NM","87701","Acute Care Hospitals","Government - Hospital District or Authority",3,"Below the national average","104 LEGION DRIVE
LAS VEGAS, NM
",35.62215,-105.209851,"Mountain"
"2227","330332","ST JOSEPH HOSPITAL","BETHPAGE","NY","11714","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","4295 HEMPSTEAD TURNPIKE
BETHPAGE, NY
",40.725795,-73.478755,"Middle Atlantic"
"2228","281348","TRI VALLEY HEALTH SYSTEM","CAMBRIDGE","NE","69022","Critical Access Hospitals","Voluntary non-profit - Private",4,"Not Available","1305 WEST HIGHWAY 6/34
CAMBRIDGE, NE
",40.279904,-100.179667,"West North Central"
"2229","330194","MAIMONIDES MEDICAL CENTER","BROOKLYN","NY","11219","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","4802 TENTH AVENUE
BROOKLYN, NY
",40.63908,-73.998668,"Middle Atlantic"
"2230","301303","WEEKS MEDICAL CENTER","LANCASTER","NH","03584","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","173 MIDDLE STREET
LANCASTER, NH
",44.48699,-71.554156,"New England"
"2231","290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","LAS VEGAS","NV","89148","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","9300 WEST SUNSET RD
LAS VEGAS, NV
",36.070256,-115.295512,"Mountain"
"2232","270023","COMMUNITY MEDICAL CENTER","MISSOULA","MT","59804","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","2827 FORT MISSOULA RD
MISSOULA, MT
",46.845693,-114.046289,"Mountain"
"2233","330027","NASSAU UNIVERSITY MEDICAL CENTER","EAST MEADOW","NY","11554","Acute Care Hospitals","Government - Local",1,"Below the national average","2201 HEMPSTEAD TURNPIKE
EAST MEADOW, NY
",40.725298,-73.554413,"Middle Atlantic"
"2234","330045","HUNTINGTON HOSPITAL","HUNTINGTON","NY","11743","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","270 PARK AVENUE
HUNTINGTON, NY
",40.879201,-73.417488,"Middle Atlantic"
"2235","291309","BOULDER CITY HOSPITAL","BOULDER CITY","NV","89005","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","901 ADAMS BLVD
BOULDER CITY, NV
",35.968359,-114.843486,"Mountain"
"2236","281357","SIDNEY REGIONAL MEDICAL CENTER","SIDNEY","NE","69162","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","1000 POLE CREEK CROSSING
SIDNEY, NE
",41.130754,-102.98019,"West North Central"
"2237","330078","SISTERS OF CHARITY HOSPITAL","BUFFALO","NY","14214","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","2157 MAIN STREET
BUFFALO, NY
",42.92917,-78.849916,"Middle Atlantic"
"2238","330229","BROOKS MEMORIAL HOSPITAL","DUNKIRK","NY","14048","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","529 CENTRAL AVENUE
DUNKIRK, NY
",42.480106,-79.333617,"Middle Atlantic"
"2239","281353","VALLEY COUNTY HEALTH SYSTEM","ORD","NE","68862","Critical Access Hospitals","Government - Local",3,"Not Available","2707 L STREET
ORD, NE
",41.60318,-98.942683,"West North Central"
"2240","280125","FAITH REGIONAL HEALTH SERVICES","NORFOLK","NE","68701","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","2700 WEST NORFOLK AVE
NORFOLK, NE
",42.032526,-97.450942,"West North Central"
"2241","310051","OVERLOOK MEDICAL CENTER","SUMMIT","NJ","07902","Acute Care Hospitals","Voluntary non-profit - Other",3,"Below the national average","99 BEAUVOIR AVENUE
SUMMIT, NJ
",40.71241,-74.354023,"Middle Atlantic"
"2242","320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","GALLUP","NM","87301","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","1901 RED ROCK DRIVE
GALLUP, NM
",35.5075,-108.727248,"Mountain"
"2243","330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","BROOKLYN","NY","11201","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","121 DEKALB AVENUE
BROOKLYN, NY
",40.689785,-73.9774,"Middle Atlantic"
"2244","271317","LIVINGSTON HEALTHCARE","LIVINGSTON","MT","59047","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","504 S 13TH ST
LIVINGSTON, MT
",45.649939,-110.56915,"Mountain"
"2245","340004","HIGH POINT REGIONAL HOSPITAL","HIGH POINT","NC","27261","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","601 N ELM ST
HIGH POINT, NC
",35.962486,-80.012027,"South Atlantic"
"2246","330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","FAR ROCKAWAY","NY","11691","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","327 BEACH 19TH STREET
FAR ROCKAWAY, NY
",40.598675,-73.75268,"Middle Atlantic"
"2247","310021","ST FRANCIS MEDICAL CENTER","TRENTON","NJ","08629","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","601 HAMILTON AVE
TRENTON, NJ
",40.217126,-74.742576,"Middle Atlantic"
"2248","301306","FRANKLIN REGIONAL HOSPITAL","FRANKLIN","NH","03235","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","15 AIKEN AVENUE
FRANKLIN, NH
",43.448071,-71.643684,"New England"
"2249","330180","SAMARITAN HOSPITAL","TROY","NY","12180","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","2215 BURDETT AVENUE
TROY, NY
",42.733478,-73.671411,"Middle Atlantic"
"2250","330008","WYOMING COUNTY COMMUNITY HOSPITAL","WARSAW","NY","14569","Acute Care Hospitals","Government - Local",3,"Below the national average","400 NORTH MAIN STREET
WARSAW, NY
",42.753447,-78.132533,"Middle Atlantic"
"2251","330246","ST CHARLES HOSPITAL","PORT JEFFERSON","NY","11777","Acute Care Hospitals","Voluntary non-profit - Church",3,"Same as the national average","200 BELLE TERRE ROAD
PORT JEFFERSON, NY
",40.947392,-73.059832,"Middle Atlantic"
"2252","330169","MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS","NEW YORK","NY","10003","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","FIRST AVENUE AT 16TH STREET
NEW YORK, NY
",40.732665,-73.9816,"Middle Atlantic"
"2253","290009","SAINT MARY'S REGIONAL MEDICAL CENTER","RENO","NV","89503","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","235 W 6TH ST
RENO, NV
",39.531619,-119.818243,"Mountain"
"2254","310006","ST MARY'S GENERAL HOSPITAL","PASSAIC","NJ","07055","Acute Care Hospitals","Proprietary",2,"Below the national average","350 BOULEVARD
PASSAIC, NJ
",40.85828,-74.13721,"Middle Atlantic"
"2255","270012","BENEFIS HOSPITALS INC","GREAT FALLS","MT","59405","Acute Care Hospitals","Voluntary non-profit - Private",4,"Below the national average","1101 26TH ST S
GREAT FALLS, MT
",47.491848,-111.262615,"Mountain"
"2256","320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","ALAMOGORDO","NM","88310","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","2669 NORTH SCENIC DRIVE
ALAMOGORDO, NM
",32.925637,-105.932653,"Mountain"
"2257","310014","COOPER UNIVERSITY HOSPITAL","CAMDEN","NJ","08103","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","1 COOPER PLAZA
CAMDEN, NJ
",39.940802,-75.115757,"Middle Atlantic"
"2258","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","BINGHAMTON","NY","13905","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","169 RIVERSIDE DRIVE
BINGHAMTON, NY
",42.09264,-75.935558,"Middle Atlantic"
"2259","281345","PROVIDENCE MEDICAL CENTER","WAYNE","NE","68787","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","1200 PROVIDENCE RD
WAYNE, NE
",42.241705,-97.008061,"West North Central"
"2260","320018","MEMORIAL MEDICAL CENTER","LAS CRUCES","NM","88011","Acute Care Hospitals","Proprietary",2,"Below the national average","2450 SOUTH TELSHOR BLVD
LAS CRUCES, NM
",32.291993,-106.735018,"Mountain"
"2261","270049","ST VINCENT HEALTHCARE","BILLINGS","MT","59101","Acute Care Hospitals","Voluntary non-profit - Church",4,"Above the national average","1233 N 30TH ST
BILLINGS, MT
",45.793101,-108.520217,"Mountain"
"2262","330061","LAWRENCE HOSPITAL CENTER","BRONXVILLE","NY","10708","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","55 PALMER AVENUE
BRONXVILLE, NY
",40.941585,-73.836593,"Middle Atlantic"
"2263","310081","INSPIRA MEDICAL CENTER WOODBURY","WOODBURY","NJ","08096","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","509 N BROAD ST
WOODBURY, NJ
",39.843556,-75.149023,"Middle Atlantic"
"2264","330107","PECONIC BAY MEDICAL CENTER","RIVERHEAD","NY","11901","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","1300 ROANOKE AVENUE
RIVERHEAD, NY
",40.933577,-72.674317,"Middle Atlantic"
"2265","290032","NORTHERN NEVADA MEDICAL CENTER","SPARKS","NV","89434","Acute Care Hospitals","Proprietary",3,"Below the national average","2375 PRATER WAY
SPARKS, NV
",39.542488,-119.697974,"Mountain"
"2266","310115","HACKETTSTOWN MEDICAL CENTER","HACKETTSTOWN","NJ","07840","Acute Care Hospitals","Voluntary non-profit - Church",2,"Below the national average","651 WILLOW GROVE ST
HACKETTSTOWN, NJ
",40.861646,-74.81378,"Middle Atlantic"
"2267","310003","PALISADES MEDICAL CENTER","NORTH BERGEN","NJ","07047","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","7600 RIVER RD
NORTH BERGEN, NJ
",40.794166,-73.995765,"Middle Atlantic"
"2268","330111","BERTRAND CHAFFEE HOSPITAL","SPRINGVILLE","NY","14141","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","224 EAST MAIN STREET
SPRINGVILLE, NY
",42.508484,-78.659289,"Middle Atlantic"
"2269","291311","DESERT VIEW REGIONAL MEDICAL CENTER","PAHRUMP","NV","89048","Critical Access Hospitals","Proprietary",4,"Not Available","360 SOUTH LOLA LANE
PAHRUMP, NV
",36.214376,-116.023381,"Mountain"
"2270","330030","NEWARK-WAYNE COMMUNITY HOSPITAL","NEWARK","NY","14513","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","111 DRIVING PARK AVENUE
NEWARK, NY
",43.060051,-77.0997,"Middle Atlantic"
"2271","270086","GREAT FALLS CLINIC HOSPITAL","GREAT FALLS","MT","59405","Acute Care Hospitals","Proprietary",4,"Same as the national average","3010 15TH AVENUE SOUTH
GREAT FALLS, MT
",47.488966,-111.255654,"Mountain"
"2272","310017","CHILTON MEDICAL CENTER","POMPTON PLAINS","NJ","07444","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","97 WEST PARKWAY
POMPTON PLAINS, NJ
",40.958586,-74.307835,"Middle Atlantic"
"2273","310052","OCEAN MEDICAL CENTER","BRICK","NJ","08724","Acute Care Hospitals","Voluntary non-profit - Other",4,"Below the national average","425 JACK MARTIN BLVD
BRICK, NJ
",40.078392,-74.129871,"Middle Atlantic"
"2274","330160","STATEN ISLAND UNIVERSITY HOSPITAL","STATEN ISLAND","NY","10305","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","475 SEAVIEW AVENUE
STATEN ISLAND, NY
",40.584082,-74.087013,"Middle Atlantic"
"2275","330046","MOUNT SINAI WEST","NEW YORK","NY","10019","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","1000 TENTH AVENUE
NEW YORK, NY
",40.770129,-73.987846,"Middle Atlantic"
"2276","270014","ST PATRICK HOSPITAL","MISSOULA","MT","59806","Acute Care Hospitals","Voluntary non-profit - Church",4,"Above the national average","500 W BROADWAY
MISSOULA, MT
",46.873905,-113.999891,"Mountain"
"2277","330331","PLAINVIEW HOSPITAL","PLAINVIEW","NY","11803","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","888 OLD COUNTRY ROAD
PLAINVIEW, NY
",40.774382,-73.478429,"Middle Atlantic"
"2278","330279","MERCY HOSPITAL OF BUFFALO","BUFFALO","NY","14220","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","565 ABBOTT ROAD
BUFFALO, NY
",42.847875,-78.811876,"Middle Atlantic"
"2279","300020","SOUTHERN NH MEDICAL CENTER","NASHUA","NH","03060","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","8 PROSPECT STREET
NASHUA, NH
",42.756061,-71.461229,"New England"
"2280","310048","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET","SOMERVILLE","NJ","08876","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","110 REHILL AVE
SOMERVILLE, NJ
",40.568854,-74.595695,"Middle Atlantic"
"2281","330224","HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","KINGSTON","NY","12401","Acute Care Hospitals","Voluntary non-profit - Church",4,"Same as the national average","105 MARY'S AVENUE
KINGSTON, NY
",41.922453,-73.999335,"Middle Atlantic"
"2282","330182","ST FRANCIS HOSPITAL, ROSLYN","ROSLYN","NY","11576","Acute Care Hospitals","Voluntary non-profit - Church",4,"Above the national average","100 PORT WASHINGTON BOULEVARD
ROSLYN, NY
",40.804505,-73.672669,"Middle Atlantic"
"2283","320001","UNM HOSPITAL","ALBUQUERQUE","NM","87106","Acute Care Hospitals","Voluntary non-profit - Other",1,"Below the national average","2211 LOMAS BOULEVARD NE
ALBUQUERQUE, NM
",35.087483,-106.618148,"Mountain"
"2284","280060","CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B","OMAHA","NE","68124","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","7500 MERCY RD
OMAHA, NE
",41.237904,-96.028717,"West North Central"
"2285","280134","KEARNEY REGIONAL MEDICAL CENTER","KEARNEY","NE","68845","Acute Care Hospitals","Proprietary",3,"Above the national average","804 22ND AVENUE
KEARNEY, NE
",40.6975,-99.0931,"West North Central"
"2286","321308","CIBOLA GENERAL HOSPITAL","GRANTS","NM","87020","Critical Access Hospitals","Government - Local",3,"Same as the national average","1016 E ROOSEVELT AVENUE
GRANTS, NM
",35.161168,-107.826574,"Mountain"
"2287","301307","MEMORIAL HOSPITAL, THE","NORTH CONWAY","NH","03860","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","3073 WHITE MOUNTAIN HIGHWAY
NORTH CONWAY, NH
",44.060519,-71.13851,"New England"
"2288","330277","CORNING HOSPITAL","CORNING","NY","14830","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","1 GUTHRIE DRIVE
CORNING, NY
",42.136107,-76.969841,"Middle Atlantic"
"2289","330164","HIGHLAND HOSPITAL","ROCHESTER","NY","14620","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","1000 SOUTH AVENUE
ROCHESTER, NY
",43.135955,-77.607556,"Middle Atlantic"
"2290","280065","GREAT PLAINS HEALTH","NORTH PLATTE","NE","69101","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","601 WEST LEOTA ST
NORTH PLATTE, NE
",41.120746,-100.770199,"West North Central"
"2291","330226","UNITY HOSPITAL OF ROCHESTER","ROCHESTER","NY","14626","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","1555 LONG POND ROAD
ROCHESTER, NY
",43.191527,-77.701464,"Middle Atlantic"
"2292","331302","ELIZABETHTOWN COMMUNITY HOSPITAL","ELIZABETHTOWN","NY","12932","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","75 PARK STREET
ELIZABETHTOWN, NY
",44.215529,-73.5967,"Middle Atlantic"
"2293","330033","CHENANGO MEMORIAL HOSPITAL, INC","NORWICH","NY","13815","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","179 NORTH BROAD STREET
NORWICH, NY
",42.541885,-75.524709,"Middle Atlantic"
"2294","330240","HARLEM HOSPITAL CENTER","NEW YORK","NY","10037","Acute Care Hospitals","Government - Local",1,"Below the national average","506 LENOX AVENUE
NEW YORK, NY
",40.814482,-73.940495,"Middle Atlantic"
"2295","290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","LAS VEGAS","NV","89118","Acute Care Hospitals","Proprietary",2,"Below the national average","5400 SOUTH RAINBOW BLVD
LAS VEGAS, NV
",36.089714,-115.242882,"Mountain"
"2296","310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","EDISON","NJ","08818","Acute Care Hospitals","Voluntary non-profit - Private",2,"Same as the national average","65 JAMES STREET
EDISON, NJ
",40.55787,-74.349499,"Middle Atlantic"
"2297","330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","BRONX","NY","10451","Acute Care Hospitals","Government - Local",1,"Below the national average","234 EAST 149TH STREET
BRONX, NY
",40.817681,-73.924072,"Middle Atlantic"
"2298","330276","NATHAN LITTAUER HOSPITAL","GLOVERSVILLE","NY","12078","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","99 EAST STATE STREET
GLOVERSVILLE, NY
",43.068029,-74.330817,"Middle Atlantic"
"2299","330044","FAXTON-ST LUKE'S HEALTHCARE","UTICA","NY","13503","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","1656 CHAMPLIN AVENUE
UTICA, NY
",43.095687,-75.274291,"Middle Atlantic"
"2300","330106","NORTH SHORE UNIVERSITY HOSPITAL","MANHASSET","NY","11030","Acute Care Hospitals","Voluntary non-profit - Private",2,"Same as the national average","300 COMMUNITY DRIVE
MANHASSET, NY
",40.779269,-73.703029,"Middle Atlantic"
"2301","330157","SAMARITAN MEDICAL CENTER","WATERTOWN","NY","13601","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","830 WASHINGTON STREET
WATERTOWN, NY
",43.96489,-75.912761,"Middle Atlantic"
"2302","300005","LAKES REGION GENERAL HOSPITAL","LACONIA","NH","03246","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","80 HIGHLAND ST
LACONIA, NH
",43.528103,-71.460771,"New England"
"2303","330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","LEWISTON","NY","14092","Acute Care Hospitals","Voluntary non-profit - Church",3,"Below the national average","5300 MILITARY ROAD
LEWISTON, NY
",43.154652,-79.030462,"Middle Atlantic"
"2304","310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","BERLIN","NJ","08009","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","WHITEHORSE PIKE AND TOWNSEND AVENUE
BERLIN, NJ
",39.782613,-74.916696,"Middle Atlantic"
"2305","330084","ALICE HYDE MEDICAL CENTER","MALONE","NY","12953","Acute Care Hospitals","Voluntary non-profit - Other",3,"Below the national average","133 PARK STREET
MALONE, NY
",44.856658,-74.29193,"Middle Atlantic"
"2306","271344","SIDNEY HEALTH CENTER","SIDNEY","MT","59270","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","216 14TH AVE SW
SIDNEY, MT
",47.715774,-104.174172,"Mountain"
"2307","330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","SYRACUSE","NY","13203","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","301 PROSPECT AVENUE
SYRACUSE, NY
",43.055589,-76.149176,"Middle Atlantic"
"2308","330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","KINGSTON","NY","12401","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","396 BROADWAY
KINGSTON, NY
",41.92635,-73.995402,"Middle Atlantic"
"2309","291300","MOUNT GRANT GENERAL HOSPITAL","HAWTHORNE","NV","89415","Critical Access Hospitals","Government - Hospital District or Authority",3,"Not Available","FIRST AND A STREETS
HAWTHORNE, NV
",38.51818,-118.628494,"Mountain"
"2310","310084","MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS","LAKEWOOD","NJ","08701","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","600 RIVER AVE
LAKEWOOD, NJ
",40.074178,-74.21735,"Middle Atlantic"
"2311","330096","JONES MEMORIAL HOSPITAL","WELLSVILLE","NY","14895","Acute Care Hospitals","Voluntary non-profit - Private",2,"Same as the national average","191 NORTH MAIN STREET
WELLSVILLE, NY
",42.122929,-77.949869,"Middle Atlantic"
"2312","310060","ST LUKE'S WARREN HOSPITAL","PHILLIPSBURG","NJ","08865","Acute Care Hospitals","Voluntary non-profit - Other",4,"Below the national average","185 ROSEBERRY ST
PHILLIPSBURG, NJ
",40.701628,-75.179608,"Middle Atlantic"
"2313","320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","ROSWELL","NM","88201","Acute Care Hospitals","Proprietary",3,"Same as the national average","117 EAST 19TH STREET
ROSWELL, NM
",33.415976,-104.521828,"Mountain"
"2314","320065","LEA REGIONAL MEDICAL CENTER","HOBBS","NM","88240","Acute Care Hospitals","Proprietary",2,"Below the national average","5419 N LOVINGTON HIGHWAY
HOBBS, NM
",32.761794,-103.182023,"Mountain"
"2315","290021","VALLEY HOSPITAL MEDICAL CENTER","LAS VEGAS","NV","89106","Acute Care Hospitals","Proprietary",1,"Below the national average","620 SHADOW LANE
LAS VEGAS, NV
",36.163892,-115.165463,"Mountain"
"2316","331312","DELAWARE VALLEY HOSPITAL, INC","WALTON","NY","13856","Critical Access Hospitals","Voluntary non-profit - Private",3,"Not Available","1 TITUS PLACE
WALTON, NY
",42.165522,-75.128087,"Middle Atlantic"
"2317","271316","FRANCES MAHON DEACONESS HOSPITAL","GLASGOW","MT","59230","Critical Access Hospitals","Voluntary non-profit - Private",3,"Above the national average","621 3RD ST S
GLASGOW, MT
",48.189547,-106.63638,"Mountain"
"2318","341322","ST LUKES HOSPITAL","COLUMBUS","NC","28722","Critical Access Hospitals","Voluntary non-profit - Private",4,"Above the national average","101 HOSPITAL DRIVE
COLUMBUS, NC
",35.241833,-82.213646,"South Atlantic"
"2319","321306","LINCOLN COUNTY MEDICAL CENTER","RUIDOSO","NM","88345","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","211 SUDDERTH DRIVE
RUIDOSO, NM
",33.323052,-105.631136,"Mountain"
"2320","330267","NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","CORTLANDT MANOR","NY","10567","Acute Care Hospitals","Voluntary non-profit - Private",2,"Same as the national average","1980 CROMPOND ROAD
CORTLANDT MANOR, NY
",41.291457,-73.893601,"Middle Atlantic"
"2321","301312","HUGGINS HOSPITAL","WOLFEBORO","NH","03894","Critical Access Hospitals","Voluntary non-profit - Private",4,"Above the national average","240 SOUTH MAIN STREET
WOLFEBORO, NH
",43.580944,-71.201575,"New England"
"2322","340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","ASHEVILLE","NC","28801","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","509 BILTMORE AVE
ASHEVILLE, NC
",35.577942,-82.54837,"South Atlantic"
"2323","280003","BRYAN MEDICAL CENTER","LINCOLN","NE","68506","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","1600 SOUTH 48TH ST
LINCOLN, NE
",40.796598,-96.653661,"West North Central"
"2324","301309","MONADNOCK COMMUNITY HOSPITAL","PETERBOROUGH","NH","03458","Critical Access Hospitals","Voluntary non-profit - Private",4,"Above the national average","452 OLD STREET ROAD
PETERBOROUGH, NH
",42.893461,-71.937471,"New England"
"2325","310015","MORRISTOWN MEDICAL CENTER","MORRISTOWN","NJ","07962","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","100 MADISON AVE
MORRISTOWN, NJ
",40.787896,-74.464855,"Middle Atlantic"
"2326","280061","REGIONAL WEST MEDICAL CENTER","SCOTTSBLUFF","NE","69361","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","4021 AVE B
SCOTTSBLUFF, NE
",41.885055,-103.665837,"West North Central"
"2327","300018","WENTWORTH-DOUGLASS HOSPITAL","DOVER","NH","03820","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","789 CENTRAL AVE
DOVER, NH
",43.212442,-70.875139,"New England"
"2328","320016","GILA REGIONAL MEDICAL CENTER","SILVER CITY","NM","88061","Acute Care Hospitals","Government - Hospital District or Authority",4,"Above the national average","1313 E 32ND ST
SILVER CITY, NM
",32.795524,-108.260908,"Mountain"
"2329","330079","ADIRONDACK MEDICAL CENTER","SARANAC LAKE","NY","12983","Acute Care Hospitals","Voluntary non-profit - Other",4,"Above the national average","2233 STATE ROUTE 86
SARANAC LAKE, NY
",44.344548,-74.144597,"Middle Atlantic"
